Time,COG_X,COG_Y,COG_Z,R.Ankle_X,R.Ankle_Y,R.Ankle_Z,L.Ankle_X,L.Ankle_Y,L.Ankle_Z
2.73,0.225818,0.950357,-0.000176,0.150451,0.070284,0.115643,0.161039,0.068537,-0.113085
2.74,0.225834,0.950358,-0.000156,0.150445,0.070282,0.115651,0.161044,0.068539,-0.113081
2.75,0.225844,0.950356,-0.000134,0.15044,0.07028,0.115661,0.161048,0.06854,-0.113079
2.76,0.225848,0.950349,-0.000109,0.150434,0.070276,0.11567,0.161052,0.068541,-0.113079
2.77,0.225845,0.950338,-0.000077,0.15043,0.070273,0.11568,0.161054,0.068542,-0.113079
2.78,0.225835,0.950325,-0.000041,0.150425,0.070271,0.115688,0.161055,0.068544,-0.11308
2.79,0.225822,0.950311,-0.000004,0.150421,0.070269,0.115697,0.161056,0.068546,-0.113081
2.8,0.225807,0.950299,0.000029,0.150418,0.070269,0.115705,0.161056,0.068548,-0.11308
2.81,0.225795,0.95029,0.000053,0.150414,0.070271,0.115712,0.161056,0.06855,-0.113079
2.82,0.225785,0.950284,0.000067,0.15041,0.070273,0.115719,0.161054,0.068551,-0.113078
2.83,0.225776,0.950281,0.000072,0.150405,0.070276,0.115725,0.161053,0.068551,-0.113076
2.84,0.225768,0.950277,0.000071,0.150401,0.070279,0.11573,0.161051,0.068551,-0.113075
2.85,0.22576,0.950272,0.000068,0.150398,0.070281,0.115734,0.16105,0.068551,-0.113074
2.86,0.225749,0.950265,0.000064,0.150397,0.070282,0.115736,0.161049,0.06855,-0.113075
2.87,0.225738,0.950257,0.00006,0.150397,0.070282,0.115736,0.161049,0.068548,-0.113075
2.88,0.225727,0.950248,0.000057,0.150399,0.070283,0.115735,0.161049,0.068546,-0.113077
2.89,0.225715,0.950239,0.000053,0.150402,0.070283,0.115733,0.16105,0.068543,-0.113079
2.9,0.225703,0.950232,0.000047,0.150405,0.070284,0.11573,0.161052,0.068542,-0.113081
2.91,0.225688,0.950226,0.00004,0.150408,0.070286,0.115726,0.161053,0.068542,-0.113084
2.92,0.225669,0.950223,0.000031,0.150409,0.070288,0.115723,0.161054,0.068542,-0.113087
2.93,0.225646,0.950221,0.00002,0.150409,0.070291,0.11572,0.161053,0.068543,-0.11309
2.94,0.225618,0.950219,0.000006,0.150408,0.070294,0.115718,0.161051,0.068543,-0.113093
2.95,0.225586,0.950218,-0.000011,0.150405,0.070297,0.115717,0.161047,0.068541,-0.113096
2.96,0.225551,0.950217,-0.000029,0.150401,0.070299,0.115716,0.161042,0.068537,-0.1131
2.97,0.225515,0.950215,-0.000048,0.150397,0.0703,0.115716,0.161037,0.068533,-0.113104
2.98,0.225479,0.950212,-0.000068,0.150394,0.0703,0.115714,0.161033,0.068527,-0.113108
2.99,0.225441,0.950209,-0.000089,0.150393,0.0703,0.115711,0.161031,0.068523,-0.113112
3,0.225403,0.950204,-0.000111,0.150393,0.070301,0.115707,0.16103,0.068519,-0.113117
3.01,0.225364,0.9502,-0.000135,0.150395,0.070303,0.1157,0.16103,0.068516,-0.113122
3.02,0.225322,0.950195,-0.00016,0.150398,0.070308,0.115692,0.16103,0.068513,-0.113127
3.03,0.225278,0.950191,-0.000186,0.1504,0.070313,0.115682,0.161029,0.068512,-0.113131
3.04,0.225232,0.950189,-0.000213,0.150402,0.070319,0.11567,0.161026,0.06851,-0.113135
3.05,0.225185,0.950188,-0.000239,0.150404,0.070323,0.115658,0.161022,0.068508,-0.113137
3.06,0.225136,0.950189,-0.000266,0.150406,0.070326,0.115645,0.161018,0.068506,-0.113139
3.07,0.225087,0.950192,-0.000293,0.150409,0.070327,0.115633,0.161014,0.068504,-0.11314
3.08,0.22504,0.950196,-0.00032,0.150413,0.070327,0.115622,0.161011,0.068502,-0.11314
3.09,0.224993,0.950203,-0.000349,0.150416,0.070326,0.115614,0.16101,0.068501,-0.11314
3.1,0.224948,0.950211,-0.00038,0.150419,0.070326,0.115608,0.161009,0.0685,-0.11314
3.11,0.224903,0.95022,-0.000413,0.15042,0.070327,0.115605,0.161009,0.068498,-0.113141
3.12,0.224859,0.95023,-0.000447,0.15042,0.070328,0.115602,0.161008,0.068497,-0.113143
3.13,0.224815,0.95024,-0.000482,0.150419,0.07033,0.115599,0.161007,0.068496,-0.113147
3.14,0.224768,0.950249,-0.000517,0.150418,0.070332,0.115596,0.161007,0.068494,-0.113151
3.15,0.224721,0.950257,-0.000552,0.150417,0.070333,0.115592,0.161006,0.068492,-0.113154
3.16,0.224672,0.950264,-0.000587,0.150418,0.070333,0.115588,0.161006,0.068488,-0.113156
3.17,0.224622,0.95027,-0.000623,0.150419,0.070332,0.115584,0.161007,0.068484,-0.113157
3.18,0.224571,0.950276,-0.00066,0.150419,0.07033,0.115581,0.161007,0.068479,-0.113157
3.19,0.22452,0.950283,-0.000697,0.150419,0.070328,0.115578,0.161008,0.068474,-0.113156
3.2,0.224468,0.950291,-0.000734,0.150418,0.070326,0.115577,0.161009,0.068469,-0.113156
3.21,0.224416,0.950299,-0.000771,0.150416,0.070325,0.115576,0.161009,0.068465,-0.113156
3.22,0.224364,0.950308,-0.000805,0.150414,0.070324,0.115574,0.161009,0.068462,-0.113158
3.23,0.224312,0.950318,-0.000839,0.150412,0.070324,0.11557,0.161008,0.068459,-0.113159
3.24,0.22426,0.950327,-0.00087,0.15041,0.070325,0.115566,0.161005,0.068457,-0.11316
3.25,0.224209,0.950336,-0.000902,0.15041,0.070328,0.115561,0.161001,0.068454,-0.11316
3.26,0.224159,0.950345,-0.000934,0.15041,0.07033,0.115556,0.160995,0.068451,-0.11316
3.27,0.224109,0.950354,-0.000967,0.150411,0.070333,0.115551,0.160989,0.068447,-0.11316
3.28,0.224059,0.950362,-0.001001,0.150413,0.070334,0.115547,0.160982,0.068442,-0.113161
3.29,0.224011,0.950371,-0.001035,0.150415,0.070335,0.115543,0.160976,0.068438,-0.113163
3.3,0.223964,0.950379,-0.00107,0.150416,0.070334,0.11554,0.160971,0.068434,-0.113166
3.31,0.223919,0.950387,-0.001105,0.150418,0.070333,0.115538,0.160967,0.068431,-0.11317
3.32,0.223878,0.950393,-0.001139,0.150419,0.070332,0.115535,0.160964,0.068429,-0.113174
3.33,0.223839,0.950397,-0.001173,0.15042,0.070332,0.115534,0.160962,0.068426,-0.113178
3.34,0.223803,0.950401,-0.001206,0.15042,0.070333,0.115532,0.160962,0.068423,-0.113179
3.35,0.22377,0.950404,-0.001238,0.15042,0.070334,0.11553,0.160962,0.06842,-0.11318
3.36,0.22374,0.950407,-0.001271,0.150419,0.070335,0.115528,0.160962,0.068416,-0.113179
3.37,0.223714,0.950412,-0.001302,0.150418,0.070335,0.115527,0.160962,0.068413,-0.113178
3.38,0.223692,0.950417,-0.001334,0.150416,0.070336,0.115526,0.160961,0.068411,-0.113177
3.39,0.223674,0.950423,-0.001366,0.150415,0.070336,0.115525,0.16096,0.06841,-0.113179
3.4,0.22366,0.95043,-0.001398,0.150415,0.070338,0.115524,0.160959,0.06841,-0.113181
3.41,0.223648,0.950436,-0.001429,0.150416,0.070339,0.115522,0.160958,0.068409,-0.113185
3.42,0.223639,0.950441,-0.001461,0.150417,0.07034,0.115519,0.160956,0.068409,-0.11319
3.43,0.223632,0.950445,-0.001492,0.150418,0.07034,0.115516,0.160954,0.068407,-0.113194
3.44,0.223625,0.950448,-0.001524,0.150417,0.07034,0.115514,0.160952,0.068404,-0.113197
3.45,0.22362,0.950449,-0.001556,0.150415,0.07034,0.115511,0.160949,0.068402,-0.113201
3.46,0.223615,0.950449,-0.001588,0.15041,0.07034,0.115509,0.160946,0.068399,-0.113203
3.47,0.223611,0.950448,-0.00162,0.150405,0.07034,0.115506,0.160945,0.068397,-0.113206
3.48,0.223609,0.950446,-0.001651,0.150399,0.07034,0.115504,0.160945,0.068395,-0.113208
3.49,0.223608,0.950444,-0.001681,0.150394,0.070342,0.115501,0.160946,0.068394,-0.113211
3.5,0.223608,0.950442,-0.001711,0.15039,0.070344,0.115498,0.160948,0.068393,-0.113215
3.51,0.22361,0.950441,-0.00174,0.150388,0.070347,0.115496,0.160949,0.068391,-0.113219
3.52,0.223613,0.95044,-0.001769,0.150387,0.070351,0.115494,0.16095,0.06839,-0.113224
3.53,0.223619,0.95044,-0.001797,0.150388,0.070355,0.115492,0.160949,0.068389,-0.113229
3.54,0.223629,0.95044,-0.001824,0.150391,0.070359,0.11549,0.160947,0.068388,-0.113235
3.55,0.223642,0.95044,-0.001851,0.150393,0.070362,0.115488,0.160944,0.068387,-0.113242
3.56,0.223659,0.950439,-0.001877,0.150396,0.070364,0.115486,0.160942,0.068387,-0.113247
3.57,0.223678,0.950437,-0.001902,0.150397,0.070367,0.115483,0.16094,0.068386,-0.113252
3.58,0.2237,0.950433,-0.001927,0.150398,0.070369,0.11548,0.160939,0.068387,-0.113255
3.59,0.223723,0.950429,-0.001953,0.150398,0.070371,0.115477,0.160939,0.068388,-0.113257
3.6,0.223747,0.950423,-0.00198,0.150398,0.070373,0.115474,0.16094,0.068388,-0.113258
3.61,0.223772,0.950418,-0.002009,0.150399,0.070376,0.115471,0.160941,0.068388,-0.113258
3.62,0.223798,0.950412,-0.002039,0.1504,0.07038,0.115468,0.160942,0.068387,-0.113259
3.63,0.223827,0.950406,-0.002071,0.150402,0.070383,0.115466,0.160943,0.068386,-0.113261
3.64,0.223857,0.9504,-0.002104,0.150403,0.070387,0.115463,0.160943,0.068385,-0.113263
3.65,0.223891,0.950394,-0.002137,0.150405,0.070391,0.115461,0.160942,0.068384,-0.113266
3.66,0.223926,0.950388,-0.002169,0.150406,0.070394,0.11546,0.16094,0.068384,-0.113268
3.67,0.223962,0.950383,-0.002199,0.150408,0.070397,0.11546,0.160936,0.068384,-0.113271
3.68,0.223999,0.950378,-0.002228,0.150409,0.070398,0.11546,0.160931,0.068384,-0.113272
3.69,0.224036,0.950372,-0.002255,0.15041,0.0704,0.11546,0.160927,0.068383,-0.113274
3.7,0.224074,0.950366,-0.002282,0.15041,0.0704,0.11546,0.160923,0.068382,-0.113275
3.71,0.224112,0.950359,-0.002309,0.15041,0.070402,0.115459,0.16092,0.068379,-0.113276
3.72,0.22415,0.950353,-0.002336,0.15041,0.070403,0.115458,0.160919,0.068378,-0.113277
3.73,0.224189,0.950348,-0.002363,0.15041,0.070406,0.115457,0.160919,0.068377,-0.113278
3.74,0.224229,0.950344,-0.00239,0.150412,0.070409,0.115454,0.16092,0.068377,-0.113279
3.75,0.224269,0.95034,-0.002417,0.150413,0.070413,0.115451,0.160922,0.068378,-0.11328
3.76,0.22431,0.950336,-0.002444,0.150414,0.070416,0.115448,0.160924,0.06838,-0.11328
3.77,0.22435,0.950332,-0.002471,0.150413,0.070419,0.115444,0.160927,0.068381,-0.113281
3.78,0.224391,0.950326,-0.002497,0.150413,0.070423,0.11544,0.160928,0.068381,-0.11328
3.79,0.224432,0.95032,-0.002523,0.150413,0.070426,0.115436,0.16093,0.06838,-0.11328
3.8,0.224473,0.950314,-0.002548,0.150414,0.070429,0.115431,0.16093,0.068379,-0.113279
3.81,0.224514,0.950308,-0.002572,0.150416,0.070431,0.115427,0.16093,0.068376,-0.113278
3.82,0.224554,0.950303,-0.002596,0.150418,0.070432,0.115424,0.160931,0.068374,-0.113278
3.83,0.224594,0.950299,-0.00262,0.150421,0.070433,0.115421,0.160931,0.068372,-0.113278
3.84,0.224633,0.950296,-0.002644,0.150424,0.070434,0.115419,0.160932,0.068372,-0.113278
3.85,0.224672,0.950293,-0.002668,0.150425,0.070436,0.115419,0.160933,0.068372,-0.113279
3.86,0.224711,0.950289,-0.002692,0.150426,0.070438,0.115419,0.160934,0.068372,-0.113279
3.87,0.22475,0.950284,-0.002716,0.150425,0.070441,0.11542,0.160936,0.068373,-0.113279
3.88,0.224789,0.950277,-0.002739,0.150424,0.070444,0.115421,0.160937,0.068374,-0.11328
3.89,0.224827,0.95027,-0.002761,0.150424,0.070447,0.115421,0.160939,0.068375,-0.11328
3.9,0.224864,0.95026,-0.002784,0.150423,0.070449,0.11542,0.160939,0.068375,-0.113282
3.91,0.224901,0.95025,-0.002806,0.150423,0.070452,0.115419,0.160938,0.068375,-0.113284
3.92,0.224937,0.95024,-0.00283,0.150423,0.070454,0.115417,0.160936,0.068374,-0.113286
3.93,0.224972,0.950229,-0.002853,0.150422,0.070456,0.115414,0.160934,0.068374,-0.113288
3.94,0.225007,0.95022,-0.002877,0.150422,0.070459,0.115411,0.160932,0.068374,-0.11329
3.95,0.225043,0.950213,-0.0029,0.150421,0.070462,0.115408,0.16093,0.068374,-0.113291
3.96,0.225078,0.950207,-0.002922,0.15042,0.070466,0.115406,0.16093,0.068374,-0.113291
3.97,0.225113,0.950203,-0.002941,0.150419,0.070469,0.115405,0.16093,0.068375,-0.11329
3.98,0.225148,0.950199,-0.002957,0.150419,0.070473,0.115404,0.16093,0.068375,-0.11329
3.99,0.22518,0.950196,-0.00297,0.150418,0.070476,0.115403,0.160929,0.068376,-0.113289
4,0.22521,0.950193,-0.00298,0.150418,0.07048,0.115401,0.160926,0.068377,-0.113289
4.01,0.225237,0.95019,-0.00299,0.150419,0.070485,0.115398,0.160922,0.068377,-0.11329
4.02,0.225261,0.950187,-0.002999,0.15042,0.070491,0.115394,0.160919,0.068377,-0.113292
4.03,0.225282,0.950183,-0.003008,0.150421,0.070496,0.115387,0.160917,0.068376,-0.113293
4.04,0.2253,0.95018,-0.003018,0.150423,0.070501,0.115379,0.160917,0.068376,-0.113294
4.05,0.225316,0.950177,-0.003027,0.150424,0.070505,0.115372,0.160918,0.068376,-0.113293
4.06,0.225331,0.950174,-0.003036,0.150426,0.070506,0.115365,0.160919,0.068376,-0.113291
4.07,0.225344,0.95017,-0.003043,0.150429,0.070507,0.115361,0.160921,0.068376,-0.113286
4.08,0.225358,0.950166,-0.003049,0.150434,0.070507,0.115358,0.160921,0.068377,-0.11328
4.09,0.225371,0.950161,-0.003054,0.15044,0.070507,0.115358,0.16092,0.068377,-0.113274
4.1,0.225386,0.950155,-0.003058,0.150447,0.070508,0.115358,0.160919,0.068378,-0.113268
4.11,0.225402,0.950147,-0.003059,0.150454,0.070511,0.115359,0.160917,0.068379,-0.113263
4.12,0.22542,0.950139,-0.00306,0.150461,0.070513,0.115362,0.160915,0.06838,-0.113259
4.13,0.22544,0.95013,-0.003058,0.150466,0.070516,0.115365,0.160913,0.068382,-0.113256
4.14,0.225461,0.95012,-0.003054,0.150469,0.070519,0.11537,0.160913,0.068384,-0.113253
4.15,0.225482,0.95011,-0.003048,0.15047,0.07052,0.115374,0.160914,0.068386,-0.11325
4.16,0.225502,0.950101,-0.003041,0.15047,0.07052,0.115379,0.160916,0.068387,-0.113246
4.17,0.22552,0.950092,-0.00303,0.15047,0.070519,0.115384,0.16092,0.068387,-0.113243
4.18,0.225533,0.950085,-0.003018,0.15047,0.070517,0.115388,0.160924,0.068386,-0.113241
4.19,0.225543,0.950079,-0.003003,0.150473,0.070514,0.115391,0.160928,0.068385,-0.11324
4.2,0.22555,0.950075,-0.002987,0.150478,0.070511,0.115394,0.160933,0.068386,-0.11324
4.21,0.225555,0.950071,-0.002969,0.150484,0.07051,0.115396,0.160937,0.068387,-0.113241
4.22,0.225558,0.950068,-0.002952,0.150491,0.070509,0.115398,0.16094,0.06839,-0.113241
4.23,0.22556,0.950065,-0.002935,0.150495,0.07051,0.1154,0.160941,0.068393,-0.11324
4.24,0.225559,0.950063,-0.002917,0.150498,0.07051,0.115402,0.160942,0.068396,-0.113236
4.25,0.225556,0.950061,-0.002899,0.150497,0.070511,0.115404,0.160943,0.068399,-0.113231
4.26,0.22555,0.95006,-0.00288,0.150494,0.07051,0.115406,0.160943,0.0684,-0.113223
4.27,0.225541,0.95006,-0.002859,0.150488,0.070509,0.115409,0.160945,0.068401,-0.113216
4.28,0.225531,0.95006,-0.002837,0.150483,0.070507,0.115411,0.160948,0.068401,-0.113209
4.29,0.225521,0.95006,-0.002815,0.150478,0.070504,0.115413,0.160951,0.0684,-0.113205
4.3,0.22551,0.950059,-0.002793,0.150475,0.0705,0.115413,0.160955,0.0684,-0.113204
4.31,0.2255,0.950058,-0.002771,0.150474,0.070498,0.115413,0.16096,0.068399,-0.113205
4.32,0.225489,0.950056,-0.002748,0.150475,0.070495,0.115411,0.160964,0.068399,-0.113207
4.33,0.225478,0.950054,-0.002726,0.150476,0.070494,0.11541,0.160968,0.0684,-0.11321
4.34,0.225464,0.950052,-0.002702,0.150476,0.070492,0.115409,0.160971,0.0684,-0.113211
4.35,0.225448,0.950051,-0.002678,0.150475,0.070491,0.115409,0.160974,0.068401,-0.113212
4.36,0.225429,0.95005,-0.002654,0.150473,0.07049,0.115411,0.160977,0.068402,-0.113212
4.37,0.225408,0.95005,-0.002631,0.15047,0.070489,0.115413,0.160978,0.068402,-0.11321
4.38,0.225384,0.950049,-0.002609,0.150467,0.070488,0.115416,0.160977,0.068402,-0.113206
4.39,0.225359,0.950047,-0.00259,0.150466,0.070488,0.11542,0.160976,0.068401,-0.113202
4.4,0.225333,0.950046,-0.002571,0.150465,0.070488,0.115423,0.160976,0.068401,-0.113197
4.41,0.225306,0.950044,-0.002552,0.150465,0.070488,0.115427,0.160976,0.068402,-0.113193
4.42,0.22528,0.950043,-0.002533,0.150465,0.070488,0.11543,0.160977,0.068404,-0.11319
4.43,0.225254,0.950042,-0.002513,0.150466,0.070487,0.115434,0.160979,0.068406,-0.113188
4.44,0.225227,0.950041,-0.002492,0.150465,0.070484,0.115436,0.160981,0.068409,-0.113186
4.45,0.2252,0.950039,-0.00247,0.150464,0.07048,0.115439,0.160984,0.06841,-0.113184
4.46,0.225171,0.950037,-0.002449,0.150464,0.070474,0.115441,0.160986,0.068411,-0.113181
4.47,0.22514,0.950033,-0.002429,0.150464,0.070467,0.115444,0.160988,0.06841,-0.113178
4.48,0.225109,0.950029,-0.00241,0.150465,0.070459,0.115446,0.16099,0.068408,-0.113174
4.49,0.225077,0.950025,-0.002393,0.150466,0.070452,0.115448,0.160992,0.068406,-0.113171
4.5,0.225044,0.950023,-0.002377,0.150468,0.070445,0.115451,0.160994,0.068405,-0.113169
4.51,0.225012,0.950023,-0.002361,0.150468,0.070439,0.115454,0.160997,0.068404,-0.113169
4.52,0.224979,0.950027,-0.002344,0.150468,0.070435,0.115457,0.161,0.068405,-0.113169
4.53,0.224946,0.950033,-0.002327,0.150466,0.070431,0.115459,0.161003,0.068406,-0.11317
4.54,0.224913,0.950041,-0.002308,0.150464,0.070428,0.115461,0.161006,0.068408,-0.11317
4.55,0.224878,0.950049,-0.002289,0.150463,0.070426,0.115461,0.16101,0.068409,-0.113171
4.56,0.224843,0.950057,-0.00227,0.150463,0.070423,0.115459,0.161014,0.06841,-0.113171
4.57,0.224807,0.950063,-0.002253,0.150464,0.070419,0.115458,0.161018,0.06841,-0.11317
4.58,0.22477,0.950067,-0.002239,0.150463,0.070414,0.115457,0.161021,0.06841,-0.113169
4.59,0.224733,0.95007,-0.002229,0.150461,0.070409,0.115457,0.161023,0.06841,-0.113168
4.6,0.224697,0.950074,-0.002222,0.150455,0.070404,0.11546,0.161024,0.06841,-0.113167
4.61,0.224663,0.950078,-0.002219,0.150448,0.070399,0.115464,0.161022,0.06841,-0.113167
4.62,0.22463,0.950083,-0.002219,0.150439,0.070395,0.115468,0.16102,0.06841,-0.113168
4.63,0.224599,0.950089,-0.00222,0.15043,0.070392,0.115471,0.161016,0.06841,-0.11317
4.64,0.224569,0.950095,-0.002223,0.150422,0.07039,0.115472,0.161013,0.06841,-0.113174
4.65,0.224541,0.9501,-0.002226,0.150414,0.070389,0.115472,0.16101,0.06841,-0.113178
4.66,0.224513,0.950104,-0.002229,0.150407,0.070387,0.115471,0.161008,0.068409,-0.113183
4.67,0.224487,0.950107,-0.002233,0.150401,0.070386,0.115471,0.161007,0.068408,-0.113187
4.68,0.22446,0.950109,-0.002238,0.150396,0.070385,0.115471,0.161008,0.068407,-0.113189
4.69,0.224433,0.950111,-0.002243,0.150393,0.070384,0.115471,0.161008,0.068406,-0.113189
4.7,0.224406,0.950114,-0.002249,0.150393,0.070384,0.115471,0.161009,0.068405,-0.113187
4.71,0.224379,0.950119,-0.002256,0.150394,0.070385,0.115472,0.161009,0.068404,-0.113184
4.72,0.224353,0.950125,-0.002263,0.150397,0.070387,0.115471,0.161008,0.068404,-0.113182
4.73,0.224328,0.950132,-0.00227,0.1504,0.070389,0.115471,0.161006,0.068404,-0.11318
4.74,0.224305,0.950141,-0.002279,0.150402,0.070391,0.115472,0.161006,0.068406,-0.113179
4.75,0.224282,0.95015,-0.002289,0.150403,0.070391,0.115474,0.161006,0.068407,-0.113179
4.76,0.224259,0.95016,-0.002302,0.150404,0.070389,0.115477,0.161007,0.068408,-0.113178
4.77,0.224235,0.95017,-0.002318,0.150403,0.070386,0.115481,0.161008,0.068408,-0.113177
4.78,0.224212,0.950179,-0.002336,0.150402,0.070384,0.115484,0.161008,0.068407,-0.113176
4.79,0.224189,0.950187,-0.002356,0.150401,0.070381,0.115487,0.161006,0.068405,-0.113174
4.8,0.224167,0.950193,-0.002378,0.150402,0.07038,0.115488,0.161003,0.068403,-0.113174
4.81,0.224149,0.950198,-0.002402,0.150403,0.07038,0.11549,0.160999,0.068402,-0.113173
4.82,0.224133,0.950201,-0.002427,0.150405,0.070381,0.115491,0.160995,0.068402,-0.113173
4.83,0.224121,0.950202,-0.002454,0.150407,0.070383,0.115493,0.160991,0.068402,-0.113174
4.84,0.22411,0.950202,-0.002483,0.150408,0.070386,0.115496,0.160989,0.068402,-0.113175
4.85,0.224099,0.9502,-0.002512,0.150407,0.070389,0.115498,0.160988,0.068401,-0.113177
4.86,0.224087,0.950195,-0.002542,0.150405,0.070392,0.1155,0.160986,0.0684,-0.113179
4.87,0.224073,0.950188,-0.002571,0.150403,0.070395,0.115501,0.160983,0.068399,-0.11318
4.88,0.224056,0.95018,-0.002601,0.150402,0.070398,0.115501,0.160981,0.068397,-0.11318
4.89,0.224041,0.950172,-0.00263,0.150403,0.070401,0.1155,0.160978,0.068395,-0.11318
4.9,0.224027,0.950165,-0.002662,0.150407,0.070404,0.115497,0.160974,0.068393,-0.113178
4.91,0.224017,0.950159,-0.002696,0.150413,0.070407,0.115493,0.160971,0.068392,-0.113176
4.92,0.22401,0.950156,-0.002733,0.15042,0.07041,0.115488,0.160968,0.068391,-0.113174
4.93,0.224008,0.950154,-0.002773,0.150426,0.070413,0.115483,0.160965,0.068392,-0.113172
4.94,0.22401,0.950153,-0.002816,0.15043,0.070416,0.115477,0.160961,0.068392,-0.113171
4.95,0.224013,0.950153,-0.002859,0.150432,0.070419,0.115472,0.160959,0.068393,-0.113172
4.96,0.224018,0.950152,-0.002903,0.150434,0.070422,0.115468,0.160957,0.068393,-0.113175
4.97,0.224022,0.950151,-0.002946,0.150435,0.070424,0.115463,0.160957,0.068392,-0.113179
4.98,0.224026,0.95015,-0.002989,0.150436,0.070427,0.115458,0.160959,0.06839,-0.113184
4.99,0.224029,0.950148,-0.003033,0.150437,0.070429,0.115453,0.160961,0.068387,-0.11319
5,0.224031,0.950146,-0.003078,0.150438,0.070431,0.115446,0.160962,0.068384,-0.113197
5.01,0.224034,0.950144,-0.003124,0.150439,0.070434,0.115439,0.160962,0.068382,-0.113202
5.02,0.224038,0.950142,-0.003171,0.150441,0.070437,0.115431,0.160962,0.06838,-0.113207
5.03,0.224042,0.95014,-0.003219,0.150442,0.070441,0.115423,0.160962,0.068378,-0.113211
5.04,0.224047,0.950137,-0.003267,0.150444,0.070446,0.115417,0.160962,0.068376,-0.113214
5.05,0.224052,0.950133,-0.003312,0.150446,0.070451,0.115412,0.160963,0.068374,-0.113216
5.06,0.224057,0.950128,-0.003357,0.150448,0.070455,0.115407,0.160964,0.068372,-0.113218
5.07,0.224062,0.950123,-0.0034,0.15045,0.070458,0.115401,0.160964,0.068369,-0.11322
5.08,0.224068,0.950118,-0.003442,0.150452,0.070461,0.115393,0.160964,0.068366,-0.113222
5.09,0.224074,0.950113,-0.003485,0.150454,0.070462,0.115384,0.160963,0.068364,-0.113225
5.1,0.224081,0.95011,-0.003528,0.150457,0.070463,0.115375,0.160961,0.068361,-0.113226
5.11,0.224088,0.950107,-0.003572,0.150459,0.070465,0.115365,0.160958,0.068358,-0.113228
5.12,0.224095,0.950105,-0.003615,0.150461,0.070468,0.115357,0.160954,0.068356,-0.113229
5.13,0.224103,0.950103,-0.003659,0.150461,0.070473,0.115352,0.160951,0.068354,-0.113229
5.14,0.224111,0.950102,-0.003701,0.150459,0.070479,0.115348,0.160947,0.068352,-0.113231
5.15,0.22412,0.950101,-0.003743,0.150456,0.070485,0.115346,0.160945,0.06835,-0.113235
5.16,0.22413,0.9501,-0.003785,0.150453,0.07049,0.115343,0.160944,0.068348,-0.113241
5.17,0.22414,0.9501,-0.003825,0.15045,0.070495,0.115338,0.160943,0.068344,-0.113248
5.18,0.22415,0.9501,-0.003865,0.150449,0.070499,0.115331,0.160943,0.06834,-0.113256
5.19,0.224161,0.950098,-0.003903,0.15045,0.070503,0.115321,0.160944,0.068337,-0.113263
